종목코드,종목명,시장,현재가,RSI,MACD히스토,볼린저위치,거래량배율,종합점수,신호
155660,DSR,KOSPI,3905,52.9,-11.3,0.559,1.65,0,0
156100,엘앤케이바이오,KOSDAQ,12960,50.2,-392.57,0.242,0.31,0,0
158430,아톤,KOSDAQ,6170,41.9,-1.26,0.066,0.98,-1,0
159010,아스플로,KOSDAQ,4765,57.1,60.05,0.746,0.42,0,0
159580,제로투세븐,KOSDAQ,3975,37.0,-11.0,-0.051,0.8,1,0
159910,에코글로우,KOSDAQ,704,50.8,0.21,0.535,0.43,1,0
160190,하이젠알앤엠,KOSDAQ,59500,51.6,-446.83,0.384,0.76,0,0
160550,NEW,KOSDAQ,2235,67.0,17.67,1.265,3.5,-1,0
160980,싸이맥스,KOSDAQ,14600,39.3,62.07,0.219,1.28,0,0
161000,애경케미칼,KOSPI,9500,31.6,-130.01,0.03,0.94,1,0
161390,한국타이어앤테크놀로지,KOSPI,58300,48.7,-691.72,0.145,0.79,0,0
161580,필옵틱스,KOSDAQ,43850,50.1,-55.1,0.474,0.54,-1,0
161890,한국콜마,KOSPI,62100,37.9,44.6,0.222,0.84,0,0
162300,신스틸,KOSDAQ,1763,41.8,1.62,0.208,0.7,0,0
163280,에어레인,KOSDAQ,6475,31.4,-22.8,0.165,0.19,0,0
163560,동일고무벨트,KOSPI,6870,53.3,2.12,0.605,1.36,0,0
163730,핑거,KOSDAQ,10010,33.6,-95.86,0.148,0.73,0,0
166090,하나머티리얼즈,KOSDAQ,43100,51.8,-53.67,0.478,0.87,0,0
166480,코아스템켐온,KOSDAQ,1848,58.0,-17.88,0.59,0.4,0,0
168330,내츄럴엔도텍,KOSDAQ,3100,56.6,-40.17,0.506,0.07,0,0
168360,펨트론,KOSDAQ,15090,34.5,-67.95,0.137,1.68,0,0
169330,엠브레인,KOSDAQ,1887,37.1,-6.34,0.203,0.42,0,0
170030,현대공업,KOSDAQ,6140,44.4,-20.92,0.093,0.35,0,0
170790,파이오링크,KOSDAQ,8800,37.5,-16.9,0.117,0.77,0,0
170900,동아에스티,KOSPI,50070,39.8,-613.47,0.001,0.62,1,0
170920,엘티씨,KOSDAQ,19190,60.9,290.55,0.871,0.44,0,0
171010,램테크놀러지,KOSDAQ,3900,43.9,-12.46,0.189,0.13,0,0
171090,선익시스템,KOSDAQ,52500,50.8,-263.36,0.171,0.76,0,0
171120,라이온켐텍,KOSDAQ,2200,49.9,-5.57,0.42,0.65,0,0
172670,에이엘티,KOSDAQ,12930,71.3,260.76,1.263,5.67,-2,-1
173130,오파스넷,KOSDAQ,6640,44.0,-52.99,-0.016,0.63,1,0
173940,에프엔씨엔터,KOSDAQ,4125,72.6,14.1,0.768,0.79,-1,0
174900,앱클론,KOSDAQ,42500,62.3,-186.92,0.842,0.52,0,0
175140,휴먼테크놀로지,KOSDAQ,4115,30.9,-47.54,0.044,0.46,1,0
175250,아이큐어,KOSDAQ,2170,64.6,-0.05,,,0,0
175330,JB금융지주,KOSPI,25650,57.3,61.05,0.69,0.67,0,0
176750,듀켐바이오,KOSDAQ,9520,52.8,75.8,0.674,0.35,0,0
177350,베셀,KOSDAQ,1220,44.0,-10.71,0.105,0.08,0,0
177830,파버나인,KOSDAQ,2870,49.3,1.46,0.505,1.13,1,0
177900,쓰리에이로직스,KOSDAQ,6370,51.0,21.57,0.52,0.28,0,0
178320,서진시스템,KOSDAQ,25300,47.8,-148.61,0.247,0.45,0,0
178780,일월지엠엘,KOSDAQ,2800,36.0,-28.12,0.038,1.1,1,0
178920,PI첨단소재,KOSPI,15620,35.5,-32.79,0.079,0.78,0,0
179290,엠아이텍,KOSDAQ,6770,60.8,43.22,0.886,0.86,0,0
179530,애드바이오텍,KOSDAQ,2030,21.3,-45.15,0.151,0.75,1,0
179900,유티아이,KOSDAQ,19990,33.0,-395.23,0.2,2.51,0,0
180400,DXVX,KOSDAQ,3140,83.3,161.73,1.053,1.22,-1,0
180640,한진칼,KOSPI,124000,57.7,529.26,0.758,0.93,0,0
18064K,한진칼우,KOSPI,42100,58.8,570.76,0.851,1.95,0,0
181710,NHN,KOSPI,29050,43.4,-196.7,0.321,0.72,0,0
182360,큐브엔터,KOSDAQ,13750,58.5,115.04,0.79,1.26,0,0
182400,엔케이젠바이오텍코리아,KOSDAQ,3670,43.1,0.0,,,0,0
183190,아세아시멘트,KOSPI,12020,44.3,-37.04,0.328,0.17,0,0
183300,코미코,KOSDAQ,88400,49.8,997.93,0.721,0.85,0,0
183490,엔지켐생명과학,KOSDAQ,1530,61.5,17.48,0.703,1.29,0,0
184230,SGA솔루션즈,KOSDAQ,628,38.6,-1.93,0.195,3.62,0,0
185490,아이진,KOSDAQ,1739,48.2,-7.07,0.409,0.5,0,0
185750,종근당,KOSPI,82900,36.3,-514.46,-0.118,0.66,1,0
186230,그린플러스,KOSDAQ,5870,45.2,1.66,0.174,1.28,0,0
187220,디티앤씨,KOSDAQ,2375,37.5,-11.17,0.146,0.67,0,0
187270,신화콘텍,KOSDAQ,3170,47.8,9.78,0.719,0.78,0,0
187420,HLB제넥스,KOSDAQ,2650,38.2,-2.04,0.233,2.75,0,0
187660,페니트리움바이오,KOSDAQ,2380,37.2,-20.12,0.134,0.37,0,0
187790,나노,KOSDAQ,3480,50.0,-92.94,0.233,0.36,0,0
187870,디바이스,KOSDAQ,13830,45.6,-116.64,0.036,0.7,1,0
188040,바이오포트,KOSDAQ,8050,33.0,-35.62,0.092,0.64,0,0
188260,세니젠,KOSDAQ,1923,31.0,-4.21,0.045,1.29,1,0
189300,인텔리안테크,KOSDAQ,59500,72.6,1061.38,0.915,0.61,-1,0
189330,씨이랩,KOSDAQ,4825,55.3,25.22,0.881,2.83,0,0
189690,포시에스,KOSDAQ,2110,55.2,2.12,0.785,1.46,1,0
189860,서전기전,KOSDAQ,3095,44.7,-4.45,0.159,0.65,-1,0
189980,흥국에프엔비,KOSDAQ,1610,37.5,-3.07,0.095,1.39,-1,0
190510,나무가,KOSDAQ,17450,53.7,41.88,0.577,0.38,0,0
190650,코리아에셋투자증권,KOSDAQ,7150,64.3,13.14,0.784,0.78,0,0
191410,육일씨엔에쓰,KOSDAQ,3000,71.8,57.39,0.819,0.27,-1,0
191420,테고사이언스,KOSDAQ,16300,49.9,89.21,0.502,0.37,0,0
192080,더블유게임즈,KOSPI,53600,49.7,-114.78,0.318,1.11,0,0
192250,케이사인,KOSDAQ,9890,38.2,3.75,0.179,0.12,0,0
192390,윈하이텍,KOSDAQ,2185,44.8,-4.83,0.176,0.4,0,0
192400,쿠쿠홀딩스,KOSPI,29000,39.6,-190.96,-0.091,0.74,1,0
192410,오늘이엔엠,KOSDAQ,1464,37.4,46.6,0.371,0.32,0,0
192440,슈피겐코리아,KOSDAQ,22050,34.8,-219.28,0.037,0.94,1,0
192650,드림텍,KOSPI,7060,51.8,-14.58,0.439,0.97,0,0
192820,코스맥스,KOSPI,163000,42.6,669.99,0.306,1.19,0,0
193250,링크드,KOSDAQ,410,46.8,2.0,0.466,1.36,0,0
194370,제이에스코퍼레이션,KOSPI,12820,50.4,-162.32,0.39,0.33,0,0
194480,데브시스터즈,KOSDAQ,30300,41.8,476.95,0.516,0.59,0,0
194700,노바렉스,KOSDAQ,14000,36.4,56.75,-0.086,0.96,1,0
195500,마니커에프앤지,KOSDAQ,2830,57.7,-0.11,0.677,0.68,-1,0
195870,해성디에스,KOSPI,55700,55.4,-18.58,0.696,0.93,0,0
195940,HK이노엔,KOSDAQ,49300,40.2,-381.94,-0.056,1.05,1,0
195990,에이비프로바이오,KOSDAQ,2226,40.5,-31.86,0.213,0.26,0,0
196170,알테오젠,KOSDAQ,449500,44.4,2059.75,0.46,0.53,0,0
196300,HLB펩,KOSDAQ,7160,58.6,6.54,0.697,0.74,0,0
196450,코아시아씨엠,KOSDAQ,763,42.9,4.13,0.284,1.18,0,0
196490,디에이테크놀로지,KOSDAQ,203,27.4,0.0,,,1,0
196700,웹스,KOSDAQ,2135,64.6,33.41,0.758,0.58,0,0
197140,디지캡,KOSDAQ,2445,78.0,28.18,0.913,0.66,-1,0
198080,캐프,KOSDAQ,2170,42.9,-6.9,0.066,1.17,0,0
198440,강동씨앤엘,KOSDAQ,1088,46.3,-0.86,0.426,0.28,-1,0
198940,한주라이트메탈,KOSDAQ,643,37.8,-1.16,0.299,0.5,0,0
199430,케이엔알시스템,KOSDAQ,27100,54.4,134.72,0.63,0.78,0,0
199480,뱅크웨어글로벌,KOSDAQ,5270,34.1,-23.81,0.142,0.38,0,0
199550,레이저옵텍,KOSDAQ,5180,34.0,-36.2,-0.014,0.78,1,0
199730,바이오인프라,KOSDAQ,4730,49.5,19.34,0.494,0.98,0,0
199800,툴젠,KOSDAQ,58600,57.8,1264.23,0.864,1.06,0,0
199820,제일일렉트릭,KOSDAQ,9680,56.4,100.08,0.917,2.81,0,0
200130,콜마비앤에이치,KOSDAQ,12800,37.6,-10.77,0.006,0.83,0,0
200230,텔콘RF제약,KOSDAQ,917,39.0,-4.18,0.214,0.19,0,0
200350,아티스트스튜디오,KOSDAQ,5670,27.5,3.28,0.199,0.92,2,1
200470,에이팩트,KOSDAQ,6790,65.9,109.79,0.882,0.6,0,0
200670,휴메딕스,KOSDAQ,40350,37.6,12.52,0.148,0.57,0,0
200710,에이디테크놀로지,KOSDAQ,33850,65.6,632.25,0.91,1.72,0,0
200780,비씨월드제약,KOSDAQ,5510,80.4,59.65,0.879,3.45,-1,0
200880,서연이화,KOSPI,13000,55.3,-32.87,0.494,0.83,0,0
201490,미투온,KOSDAQ,3610,42.0,42.04,0.381,0.32,0,0
203400,에이비온,KOSDAQ,3130,54.8,-21.51,0.479,0.7,0,0
203450,유니온바이오메트릭스,KOSDAQ,3115,52.7,1.6,0.535,0.8,0,0
203650,드림시큐리티,KOSDAQ,1645,49.1,3.45,0.462,0.85,0,0
203690,아크솔루션스,KOSDAQ,4425,28.9,0.0,,,1,0
204020,그리티,KOSDAQ,2190,40.3,-13.72,-0.019,0.4,1,0
204210,스타에스엠리츠,KOSPI,2035,27.1,0.0,,,1,0
204270,제이앤티씨,KOSDAQ,19820,44.6,83.08,0.407,0.42,0,0
204320,HL만도,KOSPI,58700,68.1,-179.33,0.947,1.46,0,0
204610,티쓰리,KOSDAQ,1850,43.1,1.86,0.311,1.49,0,0
204620,글로벌텍스프리,KOSDAQ,4480,36.9,-20.9,0.174,0.21,0,0
204840,지엘팜텍,KOSDAQ,1091,32.6,-15.23,0.01,1.02,0,0
205100,엑셈,KOSDAQ,1971,42.9,1.75,0.292,0.63,0,0
205470,휴마시스,KOSDAQ,1014,35.4,-1.0,0.257,0.31,0,0
205500,넥써쓰,KOSDAQ,1947,36.5,2.02,0.216,1.21,0,0
206400,베노티앤알,KOSDAQ,1626,44.9,25.7,0.721,0.32,0,0
206560,덱스터,KOSDAQ,3985,32.7,-14.54,0.123,0.69,0,0
206640,바디텍메드,KOSDAQ,13120,45.7,-1.18,0.375,0.54,0,0
206650,유바이오로직스,KOSDAQ,11360,28.3,-75.33,-0.04,1.55,2,1
207760,미스터블루,KOSDAQ,1249,33.0,-4.7,0.213,0.79,0,0
207940,삼성바이오로직스,KOSPI,1695000,47.3,-1267.89,0.484,0.62,0,0
208140,정다운,KOSDAQ,2640,36.3,-10.42,-0.119,0.63,1,0
208350,지란지교시큐리티,KOSDAQ,2950,48.2,0.78,0.524,1.06,1,0
208370,셀바스헬스케어,KOSDAQ,5810,58.2,16.85,0.681,0.93,0,0
208640,썸에이지,KOSDAQ,263,25.7,-0.22,0.096,0.89,1,0
208710,포톤,KOSDAQ,2150,38.2,0.9,0.214,2.13,1,0
208860,다산디엠씨,KOSDAQ,1499,58.5,14.6,0.812,1.26,0,0
209640,와이제이링크,KOSDAQ,4155,62.7,27.87,0.707,0.12,0,0
210120,캔버스엔,KOSDAQ,1154,32.3,-40.21,0.03,0.54,1,0
210540,디와이파워,KOSPI,13430,50.9,-50.89,0.43,0.4,0,0
210980,SK디앤디,KOSPI,12690,55.8,-9.87,0.448,1.29,0,0
211050,인카금융서비스,KOSDAQ,12810,36.9,-256.75,0.16,0.86,0,0
211270,AP위성,KOSDAQ,12670,62.1,204.03,0.905,0.6,0,0
212560,네오오토,KOSDAQ,8850,70.4,189.08,0.844,0.94,-1,0
212710,아이에스티이,KOSDAQ,8040,41.3,-36.91,0.219,0.59,0,0
213420,덕산네오룩스,KOSDAQ,36500,34.7,-224.36,0.096,1.36,0,0
213500,한솔제지,KOSPI,8310,39.2,-21.4,-0.062,0.55,1,0
214150,클래시스,KOSDAQ,54500,47.5,-564.85,0.273,0.33,0,0
214180,헥토이노베이션,KOSDAQ,16120,43.9,-59.49,0.316,0.74,0,0
214260,라파스,KOSDAQ,13100,50.1,-48.5,0.482,0.36,0,0
214270,FSN,KOSDAQ,1927,51.8,14.21,0.631,0.35,0,0
214320,이노션,KOSPI,18460,47.2,-105.63,0.216,0.59,0,0
214330,금호에이치티,KOSPI,532,37.4,-0.33,0.116,0.89,0,0
214370,케어젠,KOSDAQ,71800,54.2,-192.5,0.612,1.1,0,0
214390,경보제약,KOSPI,5770,42.1,-34.84,0.21,0.83,0,0
214420,토니모리,KOSPI,8390,43.1,-12.83,0.207,0.93,0,0
214430,아이쓰리시스템,KOSDAQ,76500,55.8,798.29,0.779,1.45,0,0
214450,파마리서치,KOSDAQ,403000,47.6,6076.24,0.697,0.65,0,0
214610,롤링스톤,KOSDAQ,3605,35.8,-94.56,0.034,0.33,1,0
214680,디알텍,KOSDAQ,2105,53.1,-2.02,0.598,0.39,0,0
215000,골프존,KOSDAQ,57800,34.5,-299.57,-0.178,0.3,1,0
215090,솔디펜스,KOSDAQ,2335,34.5,11.16,0.183,0.59,0,0
215100,로보로보,KOSDAQ,7740,47.4,3.39,0.349,0.61,0,0
215200,메가스터디교육,KOSDAQ,42150,37.6,-317.47,-0.116,0.94,1,0
215360,우리산업,KOSDAQ,8210,57.3,9.73,0.986,3.3,0,0
215380,우정바이오,KOSDAQ,1761,30.4,-36.24,0.02,0.72,1,0
215480,토박스코리아,KOSDAQ,2000,40.2,2.54,0.145,0.8,0,0
215600,신라젠,KOSDAQ,3505,55.2,-14.46,0.509,0.37,0,0
215790,이노인스트루먼트,KOSDAQ,543,42.1,-2.64,-0.21,0.74,1,0
216050,인크로스,KOSDAQ,6700,41.5,-14.17,0.005,1.17,1,0
216080,제테마,KOSDAQ,6120,53.0,27.43,0.615,0.58,0,0
217190,제너셈,KOSDAQ,5110,51.9,59.36,0.753,1.37,0,0
217270,넵튠,KOSDAQ,5130,50.5,33.54,0.91,1.56,0,0
217330,싸이토젠,KOSDAQ,8990,77.1,466.41,0.918,0.8,-1,0
217480,에스디생명공학,KOSDAQ,499,18.7,0.0,,,1,0
217500,러셀,KOSDAQ,1898,42.6,-7.93,0.104,0.71,0,0
217620,선샤인푸드,KOSDAQ,3810,39.7,0.0,,,0,0
217730,강스템바이오텍,KOSDAQ,2320,87.5,54.04,1.205,1.45,-2,-1
217820,원익피앤이,KOSDAQ,3640,50.2,-31.9,0.368,1.0,0,0
218150,미래생명자원,KOSDAQ,2975,35.0,-10.16,0.06,0.66,0,0
218410,RFHIC,KOSDAQ,32650,54.3,136.57,0.627,0.59,0,0
219130,타이거일렉,KOSDAQ,22200,58.1,173.68,0.835,1.03,0,0
219420,링크제니시스,KOSDAQ,5100,54.2,1.68,0.63,0.8,1,0
219550,디와이디,KOSDAQ,876,36.6,4.57,0.219,0.64,0,0
219750,한국비티비,KOSDAQ,863,40.2,-2.02,0.319,0.59,0,0
220100,퓨쳐켐,KOSDAQ,30850,54.3,-406.69,0.479,0.58,0,0
220180,핸디소프트,KOSDAQ,2005,45.4,11.48,0.383,0.39,0,0
220260,켐트로스,KOSDAQ,7450,76.1,54.71,0.995,1.31,-2,-1
221800,유투바이오,KOSDAQ,3920,32.1,-137.63,0.095,0.2,0,0
221840,하이즈항공,KOSDAQ,2195,46.0,1.31,0.333,1.35,0,0
221980,케이디켐,KOSDAQ,10560,40.3,-36.73,0.121,0.48,0,0
222040,코스맥스엔비티,KOSDAQ,3500,56.8,17.36,0.695,0.51,0,0
222080,씨아이에스,KOSDAQ,6650,34.1,-83.86,0.088,1.42,0,0
222110,팬젠,KOSDAQ,5600,39.7,-26.97,-0.07,0.61,1,0
222160,NPX,KOSDAQ,8040,58.4,-0.0,,,0,0
222420,쎄노텍,KOSDAQ,835,43.4,-5.41,0.208,0.48,0,0
222800,심텍,KOSDAQ,49350,43.6,-316.6,0.21,0.74,0,0
222980,한국맥널티,KOSDAQ,3235,45.3,0.57,0.362,0.36,1,0
223250,드림씨아이에스,KOSDAQ,6380,57.0,15.96,0.598,0.28,0,0
223310,사토시홀딩스,KOSDAQ,2320,55.1,68.67,0.854,0.6,0,0
224060,더코디,KOSDAQ,2550,41.3,-7.44,0.173,1.3,0,0
224110,에이텍모빌리티,KOSDAQ,9550,35.6,-43.29,-0.008,0.75,1,0
225190,LK삼양,KOSDAQ,1365,50.6,26.55,0.662,0.23,0,0
225220,제놀루션,KOSDAQ,1899,25.2,-6.13,0.029,1.18,2,1
225430,케이엠제약,KOSDAQ,538,41.1,1.45,0.266,0.22,0,0
225530,HC보광산업,KOSDAQ,2915,50.9,4.19,0.513,0.45,0,0
225570,넥슨게임즈,KOSDAQ,12010,33.6,-10.77,0.201,0.85,0,0
225590,패션플랫폼,KOSDAQ,870,46.0,-0.36,0.35,1.35,0,0
226320,잇츠한불,KOSPI,11120,34.9,-68.11,-0.041,1.01,1,0
226330,신테카바이오,KOSDAQ,3895,41.9,-19.89,0.233,0.36,0,0
226340,본느,KOSDAQ,650,34.7,1.1,0.245,0.25,0,0
226400,오스테오닉,KOSDAQ,6220,51.4,34.07,0.663,1.04,0,0
226590,엠디바이스,KOSDAQ,13280,52.0,115.04,0.736,2.02,0,0
226950,올릭스,KOSDAQ,140400,57.9,102.51,0.81,0.46,1,0
227100,프로브잇,KOSDAQ,612,35.8,0.0,,,0,0
227610,아우딘퓨쳐스,KOSDAQ,795,46.4,-4.69,0.381,2.12,-1,0
227840,현대코퍼레이션홀딩스,KOSPI,12180,41.8,-52.74,0.119,1.25,0,0
227950,엔투텍,KOSDAQ,330,35.6,0.89,0.21,0.46,0,0
228340,동양파일,KOSDAQ,1910,75.2,13.88,0.756,0.28,-1,0
228670,레이,KOSDAQ,6770,59.5,-14.55,0.633,0.11,-1,0
228760,지노믹트리,KOSDAQ,27450,53.2,-181.45,0.502,0.55,0,0
228850,레이언스,KOSDAQ,5200,46.9,17.9,0.449,0.42,0,0
229000,젠큐릭스,KOSDAQ,1551,51.6,0.7,0.586,0.6,1,0
229640,LS에코에너지,KOSPI,34550,41.3,1.88,0.222,1.18,0,0
230240,에치에프알,KOSDAQ,11580,37.5,48.86,0.119,0.31,0,0
230360,에코마케팅,KOSDAQ,10700,37.8,-8.38,0.222,0.88,-1,0
230980,비유테크놀러지,KOSDAQ,229,32.3,0.0,,,0,0
232140,와이씨,KOSDAQ,14480,55.2,44.17,0.623,1.22,0,0
232680,라온로보틱스,KOSDAQ,14550,84.6,504.21,1.188,10.26,-2,-1
232830,아이티센피엔에스,KOSDAQ,2440,51.4,1.26,0.528,2.23,0,0
234030,싸이닉솔루션,KOSDAQ,8850,46.6,-81.45,0.339,0.67,0,0
234080,JW생명과학,KOSPI,12850,33.7,-179.11,0.047,0.37,1,0
234100,폴라리스세원,KOSDAQ,1049,40.1,-4.43,0.175,0.8,0,0
234300,에스트래픽,KOSDAQ,3500,41.0,-3.22,0.275,0.89,0,0
234340,헥토파이낸셜,KOSDAQ,15410,45.0,2.21,0.37,0.62,0,0
234690,녹십자웰빙,KOSDAQ,9140,44.5,-36.21,0.208,0.23,0,0
234920,자이글,KOSDAQ,5310,51.0,-0.83,,,0,0
235980,메드팩토,KOSDAQ,6680,53.1,-50.7,0.49,0.75,0,0
236200,슈프리마,KOSDAQ,39100,68.8,76.4,0.922,0.91,0,0
236810,엔비티,KOSDAQ,2100,30.8,-4.86,0.029,0.59,1,0
237690,에스티팜,KOSDAQ,119200,49.7,-1867.38,0.212,0.65,0,0
237750,피앤씨테크,KOSDAQ,3855,38.0,-5.01,0.333,0.63,0,0
237820,플레이디,KOSDAQ,4610,49.1,16.88,0.684,1.29,0,0
237880,클리오,KOSDAQ,13030,37.3,-28.53,0.016,0.62,1,0
238090,앤디포스,KOSDAQ,1864,49.8,-7.53,0.396,0.35,0,0
238120,얼라인드,KOSDAQ,3870,59.3,-7.82,0.645,0.63,0,0
238200,비피도,KOSDAQ,3065,35.2,7.47,0.023,0.35,1,0
238490,힘스,KOSDAQ,3515,56.3,16.33,0.783,0.42,0,0
239340,이스트에이드,KOSDAQ,1576,40.0,10.36,0.402,0.57,0,0
239610,에이치엘사이언스,KOSDAQ,8090,38.3,7.3,0.243,0.7,0,0
239890,피엔에이치테크,KOSDAQ,4805,39.6,-16.25,0.069,0.9,0,0
240550,동방메디컬,KOSDAQ,7810,41.4,46.64,0.322,0.32,0,0
240600,유진테크놀로지,KOSDAQ,3815,32.8,-27.46,-0.034,1.39,1,0
240810,원익IPS,KOSDAQ,67900,60.0,686.26,1.026,1.98,-1,0
241520,DSC인베스트먼트,KOSDAQ,7220,50.8,-6.78,0.474,0.37,0,0
241560,두산밥캣,KOSPI,57700,46.7,-325.36,0.262,0.62,0,0
241590,화승엔터프라이즈,KOSPI,4920,42.1,-8.65,0.224,0.95,-1,0
241690,유니테크노,KOSDAQ,3370,44.0,-24.88,0.25,0.17,0,0
241710,코스메카코리아,KOSDAQ,66600,44.4,-391.17,0.213,0.38,0,0
241770,메카로,KOSDAQ,23000,55.0,165.36,0.657,1.46,0,0
241790,티이엠씨씨엔에스,KOSDAQ,6610,42.8,25.0,0.275,2.2,0,0
241820,피씨엘,KOSDAQ,6040,24.2,0.0,,,1,0
241840,에이스토리,KOSDAQ,7180,51.2,23.02,0.75,2.42,0,0
242040,나무기술,KOSDAQ,1324,33.5,-10.18,-0.004,17.97,1,0
243070,휴온스,KOSDAQ,27400,42.0,-77.9,0.169,0.38,0,0
243840,신흥에스이씨,KOSDAQ,4840,33.1,-76.35,-0.002,0.7,1,0
244460,올리패스,KOSDAQ,1651,37.2,0.0,,,0,0
244920,에이플러스에셋,KOSPI,8940,52.9,-93.01,0.43,0.34,0,0
245620,EDGC,KOSDAQ,415,36.2,0.0,,,0,0
246250,에스엘에스바이오,KOSDAQ,1969,48.3,0.0,,,0,0
246690,TS인베스트먼트,KOSDAQ,1367,47.5,2.13,0.451,0.45,0,0
246710,티앤알바이오팹,KOSDAQ,3910,65.4,-11.13,0.705,0.56,-1,0
246720,아스타,KOSDAQ,8270,51.6,-21.19,0.545,1.39,0,0
246960,SCL사이언스,KOSDAQ,2300,36.3,-19.27,0.12,0.22,0,0
247540,에코프로비엠,KOSDAQ,146600,39.1,-2505.1,0.082,0.92,0,0
247660,나노씨엠에스,KOSDAQ,5240,54.7,-6.65,0.602,1.0,0,0
248070,솔루엠,KOSPI,16590,42.3,-11.51,0.342,1.16,0,0
248170,샘표식품,KOSPI,28400,45.5,-174.09,0.191,0.58,0,0
249420,일동제약,KOSPI,38500,59.7,-35.96,0.651,0.29,-1,0
250000,보라티알,KOSDAQ,7960,30.6,1.59,0.215,1.02,0,0
250060,모비스,KOSDAQ,3825,69.7,70.02,1.134,2.41,-1,0
250930,예선테크,KOSDAQ,491,42.8,-2.83,0.195,0.24,0,0
251120,바이오에프디엔씨,KOSDAQ,15800,43.5,-34.02,0.219,0.23,0,0
251270,넷마블,KOSPI,48250,37.1,72.09,0.246,0.39,0,0
251370,와이엠티,KOSDAQ,11770,52.9,124.35,0.78,3.17,0,0
251630,브이원텍,KOSDAQ,5580,50.8,-16.1,0.266,0.29,0,0
251970,펌텍코리아,KOSDAQ,52100,42.8,-162.17,0.179,0.78,0,0
252500,세화피앤씨,KOSDAQ,805,45.1,0.21,0.291,0.98,0,0
252990,샘씨엔에스,KOSDAQ,6730,47.1,-16.66,0.359,0.72,0,0
253450,스튜디오드래곤,KOSDAQ,42750,63.5,368.96,0.863,1.19,0,0
253590,네오셈,KOSDAQ,10960,62.7,142.71,1.091,7.83,-1,0
253840,수젠텍,KOSDAQ,6140,34.7,-43.56,0.231,0.27,0,0
254120,자비스,KOSDAQ,1491,43.5,-28.9,0.279,0.42,0,0
254490,미래반도체,KOSDAQ,16280,64.0,185.65,1.176,15.15,-1,0
255220,SG,KOSDAQ,2595,53.6,-14.19,0.561,1.17,0,0
255440,야스,KOSDAQ,10540,72.4,119.9,0.994,0.88,-2,-1
256150,한독크린텍,KOSDAQ,5530,52.5,6.73,0.622,0.43,0,0
256630,포인트엔지니어링,KOSDAQ,1060,51.9,4.43,0.772,0.42,0,0
256840,한국비엔씨,KOSDAQ,4480,30.4,-102.77,0.11,0.33,-1,0
256940,킵스파마,KOSDAQ,10400,46.8,-155.93,0.317,0.56,0,0
257370,피엔티엠에스,KOSDAQ,2845,65.9,70.31,0.818,0.52,0,0
257720,실리콘투,KOSDAQ,38650,37.8,-274.47,0.172,0.99,0,0
258610,케일럼,KOSDAQ,1376,31.6,-5.72,-0.068,0.33,1,0
258790,소프트캠프,KOSDAQ,1456,58.0,-0.58,0.785,0.1,0,0
258830,세종메디칼,KOSDAQ,412,45.1,0.0,,,0,0
259630,엠플러스,KOSDAQ,11820,30.6,-133.22,0.137,0.49,0,0
259960,크래프톤,KOSPI,246000,44.8,1008.16,0.477,0.74,0,0
260660,알리코제약,KOSDAQ,4275,53.0,10.63,0.585,0.46,0,0
260930,씨티케이,KOSDAQ,4565,43.0,8.13,0.227,1.04,0,0
260970,에스앤디,KOSDAQ,68100,45.9,-238.62,0.399,0.74,0,0
261200,덴티스,KOSDAQ,4265,36.3,-20.72,0.014,0.69,1,0
261780,차백신연구소,KOSDAQ,2825,49.5,-10.57,0.275,0.35,0,0
262260,에이프로,KOSDAQ,5130,35.9,-44.36,0.013,0.18,1,0
262840,아이퀘스트,KOSDAQ,1828,33.6,-0.72,-0.028,1.67,0,0
263020,디케이앤디,KOSDAQ,3025,37.4,-13.81,-0.085,0.52,1,0
263050,유틸렉스,KOSDAQ,1108,49.1,8.82,0.533,5.56,1,0
263600,덕우전자,KOSDAQ,4780,66.1,21.24,0.878,0.31,0,0
263690,디알젬,KOSDAQ,5340,41.2,-24.23,-0.007,0.54,1,0
263700,케어랩스,KOSDAQ,2940,39.9,26.32,0.417,0.75,0,0
263720,디앤씨미디어,KOSDAQ,12300,39.6,39.94,0.279,0.37,0,0
263750,펄어비스,KOSDAQ,37400,52.6,-38.64,0.49,0.6,0,0
263770,유에스티,KOSDAQ,1903,42.8,-0.49,0.22,0.19,0,0
263800,데이타솔루션,KOSDAQ,4995,40.8,-18.65,0.06,0.52,0,0
263810,상신전자,KOSDAQ,3085,43.9,-14.1,0.278,0.64,0,0
263860,지니언스,KOSDAQ,18650,42.1,-39.27,0.018,0.41,1,0
263920,휴엠앤씨,KOSDAQ,3860,46.0,-7.34,0.348,0.08,-1,0
264450,유비쿼스,KOSDAQ,9700,52.1,-47.72,0.448,1.03,0,0
264660,씨앤지하이테크,KOSDAQ,15900,52.9,101.51,0.615,1.03,0,0
264850,이랜시스,KOSDAQ,6850,57.3,63.86,0.69,1.46,0,0
264900,크라운제과,KOSPI,8790,32.1,-24.16,-0.12,0.11,1,0
26490K,크라운제과우,KOSPI,9870,50.3,-7.34,0.473,0.08,-1,0
265520,AP시스템,KOSDAQ,19370,47.8,-35.69,0.292,0.65,0,0
265560,영화테크,KOSDAQ,6860,39.0,-7.92,-0.134,0.77,0,0
265740,엔에프씨,KOSDAQ,4215,28.7,-35.74,0.117,0.98,1,0
